,Country,Year,Value,Resource,Metric,Price,Price_Production
10334,Peru,1971,0.017082451,Natural Gas,Production,,
10335,Trinidad & Tobago,1971,0.067086004,Natural Gas,Production,,
10336,Venezuela,1971,0.2985811233520508,Natural Gas,Production,,
10337,Other S. & Cent. America,1971,0.028073124,Natural Gas,Production,,
10338,Total S. & Cent. America,1971,0.6915386441396549,Natural Gas,Production,,
10339,Denmark,1971,0,Natural Gas,Production,,
10340,Germany,1971,0.5327901244163513,Natural Gas,Production,,
10341,Italy,1971,0.4615271985530853,Natural Gas,Production,,
10342,Netherlands,1971,1.3890000581741333,Natural Gas,Production,,
10343,Norway,1971,0,Natural Gas,Production,,
10344,Poland,1971,0.1900448948144912,Natural Gas,Production,,
10345,Romania,1971,0.8365012407302856,Natural Gas,Production,,
10346,Ukraine,1971,0,Natural Gas,Production,,
10347,United Kingdom,1971,0.655066729,Natural Gas,Production,,
10348,Other Europe,1971,0.5496672571098316,Natural Gas,Production,,
10349,Total Europe,1971,4.614597502390097,Natural Gas,Production,,
10350,Azerbaijan,1971,0,Natural Gas,Production,,
10351,Kazakhstan,1971,0,Natural Gas,Production,,
10352,Russian Federation,1971,0,Natural Gas,Production,,
10353,Turkmenistan,1971,0,Natural Gas,Production,,
10354,Uzbekistan,1971,0,Natural Gas,Production,,
10355,Other CIS,1971,0,Natural Gas,Production,,
10356,Total CIS,1971,7.242974758148193,Natural Gas,Production,,
10357,Bahrain,1971,0.034122419,Natural Gas,Production,,
10358,Iran,1971,0.3043583929538727,Natural Gas,Production,,
10359,Iraq,1971,0.031635001,Natural Gas,Production,,
10360,Israel,1971,0.00430439,Natural Gas,Production,,
10361,Kuwait,1971,0.071956798,Natural Gas,Production,,
10362,Oman,1971,0,Natural Gas,Production,,
10363,Qatar,1971,0.037446301,Natural Gas,Production,,
10364,Saudi Arabia,1971,0.046135802,Natural Gas,Production,,
10365,Syria,1971,0,Natural Gas,Production,,
10366,United Arab Emirates,1971,0.051632099,Natural Gas,Production,,
10367,Other Middle East,1971,0,Natural Gas,Production,,
10368,Total Middle East,1971,0.5815912033431232,Natural Gas,Production,,
10369,Algeria,1971,0.092515498,Natural Gas,Production,,
10370,Egypt,1971,0.00294525,Natural Gas,Production,,
10371,Libya,1971,0.024213601,Natural Gas,Production,,
10372,Nigeria,1971,0.0070281,Natural Gas,Production,,
10373,Other Africa,1971,0.006579997,Natural Gas,Production,,
10374,Total Africa,1971,0.1332824466517195,Natural Gas,Production,,
10375,Australia,1971,0.092976049,Natural Gas,Production,,
10376,Bangladesh,1971,0.01604295,Natural Gas,Production,,
10377,Brunei,1971,0.0076167,Natural Gas,Production,,
10378,China,1971,0.1356991082429886,Natural Gas,Production,,
10379,India,1971,0.024142388,Natural Gas,Production,,
10380,Indonesia,1971,0.054809999,Natural Gas,Production,,
10381,Malaysia,1971,0.002983497,Natural Gas,Production,,
10382,Myanmar,1971,0.000512865,Natural Gas,Production,,
10383,Pakistan,1971,0.094899423,Natural Gas,Production,,
10384,Thailand,1971,0,Natural Gas,Production,,
10385,Vietnam,1971,0,Natural Gas,Production,,
10386,Other Asia Pacific,1971,0.2197740946430713,Natural Gas,Production,,
10387,Total Asia Pacific,1971,0.6494570736540481,Natural Gas,Production,,
10388,Total World,1971,37.588256538023415,Natural Gas,Production,,
10389,of which: OECD,1971,27.662594003129925,Natural Gas,Production,,
10390,                 Non-OECD,1971,9.925662535,Natural Gas,Production,,
10391,                 European Union #,1971,3.916903442463081,Natural Gas,Production,,
10392,Canada,1972,2.4003000259399414,Natural Gas,Production,,
10393,Mexico,1972,0.4085288047790527,Natural Gas,Production,,
10394,US,1972,21.087181091308597,Natural Gas,Production,,
10395,Total North America,1972,23.896009922027588,Natural Gas,Production,,
10396,Argentina,1972,0.216501847,Natural Gas,Production,,
10397,Bolivia,1972,0.040193278,Natural Gas,Production,,
10398,Brazil,1972,0.006313731,Natural Gas,Production,,
10399,Colombia,1972,0.057187799,Natural Gas,Production,,
10400,Peru,1972,0.016424101,Natural Gas,Production,,
10401,Trinidad & Tobago,1972,0.069338702,Natural Gas,Production,,
10402,Venezuela,1972,0.296782911,Natural Gas,Production,,
10403,Other S. & Cent. America,1972,0.026965657,Natural Gas,Production,,
10404,Total S. & Cent. America,1972,0.7297080262360396,Natural Gas,Production,,
10405,Denmark,1972,0,Natural Gas,Production,,
10406,Germany,1972,0.6378687024116516,Natural Gas,Production,,
10407,Italy,1972,0.4891436994075775,Natural Gas,Production,,
10408,Netherlands,1972,1.8519999980926516,Natural Gas,Production,,
10409,Norway,1972,0,Natural Gas,Production,,
10410,Poland,1972,0.2010266929864883,Natural Gas,Production,,
10411,Romania,1972,0.8556731343269348,Natural Gas,Production,,
10412,Ukraine,1972,0,Natural Gas,Production,,
10413,United Kingdom,1972,0.945211947,Natural Gas,Production,,
10414,Other Europe,1972,0.5768530503701186,Natural Gas,Production,,
10415,Total Europe,1972,5.557777224559686,Natural Gas,Production,,
10416,Azerbaijan,1972,0,Natural Gas,Production,,
10417,Kazakhstan,1972,0,Natural Gas,Production,,
10418,Russian Federation,1972,0,Natural Gas,Production,,
10419,Turkmenistan,1972,0,Natural Gas,Production,,
10420,Uzbekistan,1972,0,Natural Gas,Production,,
10421,Other CIS,1972,0,Natural Gas,Production,,
10422,Total CIS,1972,7.549880504608154,Natural Gas,Production,,
10423,Bahrain,1972,0.042579755,Natural Gas,Production,,
10424,Iran,1972,0.4104156494140625,Natural Gas,Production,,
10425,Iraq,1972,0.031977002,Natural Gas,Production,,
10426,Israel,1972,0.004255048,Natural Gas,Production,,
10427,Kuwait,1972,0.085055403,Natural Gas,Production,,
10428,Oman,1972,0,Natural Gas,Production,,
10429,Qatar,1972,0.041097779,Natural Gas,Production,,
10430,Saudi Arabia,1972,0.052291799,Natural Gas,Production,,
10431,Syria,1972,0,Natural Gas,Production,,
10432,United Arab Emirates,1972,0.052404299,Natural Gas,Production,,
10433,Other Middle East,1972,0,Natural Gas,Production,,
10434,Total Middle East,1972,0.7200767346657813,Natural Gas,Production,,
10435,Algeria,1972,0.1172209531068801,Natural Gas,Production,,
10436,Egypt,1972,0.00246015,Natural Gas,Production,,
10437,Libya,1972,0.096854404,Natural Gas,Production,,
10438,Nigeria,1972,0.0094221,Natural Gas,Production,,
10439,Other Africa,1972,0.008527846,Natural Gas,Production,,
10440,Total Africa,1972,0.2344854533148463,Natural Gas,Production,,
10441,Australia,1972,0.1334673464298248,Natural Gas,Production,,
10442,Bangladesh,1972,0.01604295,Natural Gas,Production,,
10443,Brunei,1972,0.015637049,Natural Gas,Production,,
10444,China,1972,0.1756106168031692,Natural Gas,Production,,
10445,India,1972,0.026481263,Natural Gas,Production,,
10446,Indonesia,1972,0.040595941,Natural Gas,Production,,
10447,Malaysia,1972,0.004177834,Natural Gas,Production,,
10448,Myanmar,1972,0.000548235,Natural Gas,Production,,
10449,Pakistan,1972,0.1007611230015754,Natural Gas,Production,,
10450,Thailand,1972,0,Natural Gas,Production,,
10451,Vietnam,1972,0,Natural Gas,Production,,
10452,Other Asia Pacific,1972,0.2384349522180855,Natural Gas,Production,,
10453,Total Asia Pacific,1972,0.7517573110526428,Natural Gas,Production,,
10454,Total World,1972,39.43969517646474,Natural Gas,Production,,
10455,of which: OECD,1972,28.85441102831101,Natural Gas,Production,,
10456,                 Non-OECD,1972,10.585284148153733,Natural Gas,Production,,
10457,                 European Union #,1972,4.560281622209004,Natural Gas,Production,,
10458,Canada,1973,2.5717499256134038,Natural Gas,Production,,
10459,Mexico,1973,0.44390139,Natural Gas,Production,,
10460,US,1973,21.068002700805664,Natural Gas,Production,,
10461,Total North America,1973,24.08365401625633,Natural Gas,Production,,
10462,Argentina,1973,0.2357573360204696,Natural Gas,Production,,
10463,Bolivia,1973,0.061964639,Natural Gas,Production,,
10464,Brazil,1973,0.00722612,Natural Gas,Production,,
10465,Colombia,1973,0.059255999,Natural Gas,Production,,
10466,Peru,1973,0.0160776,Natural Gas,Production,,
10467,Trinidad & Tobago,1973,0.066592798,Natural Gas,Production,,
10468,Venezuela,1973,0.3655940294265747,Natural Gas,Production,,
10469,Other S. & Cent. America,1973,0.020788093,Natural Gas,Production,,
10470,Total S. & Cent. America,1973,0.8332566137105459,Natural Gas,Production,,
10471,Denmark,1973,0,Natural Gas,Production,,
10472,Germany,1973,0.714148223,Natural Gas,Production,,
10473,Italy,1973,0.5283089876174927,Natural Gas,Production,,
10474,Netherlands,1973,2.252000093460083,Natural Gas,Production,,
10475,Norway,1973,0,Natural Gas,Production,,
10476,Poland,1973,0.2039318978786468,Natural Gas,Production,,
10477,Romania,1973,0.9058923721313475,Natural Gas,Production,,
10478,Ukraine,1973,0,Natural Gas,Production,,
10479,United Kingdom,1973,1.0262683629989624,Natural Gas,Production,,
10480,Other Europe,1973,0.6220224754579249,Natural Gas,Production,,
10481,Total Europe,1973,6.252572412944573,Natural Gas,Production,,
10482,Azerbaijan,1973,0,Natural Gas,Production,,
10483,Kazakhstan,1973,0,Natural Gas,Production,,
10484,Russian Federation,1973,0,Natural Gas,Production,,
10485,Turkmenistan,1973,0,Natural Gas,Production,,
10486,Uzbekistan,1973,0,Natural Gas,Production,,
10487,Other CIS,1973,0,Natural Gas,Production,,
10488,Total CIS,1973,8.057979583740234,Natural Gas,Production,,
10489,Bahrain,1973,0.060373656,Natural Gas,Production,,
10490,Iran,1973,0.4535325765609741,Natural Gas,Production,,
10491,Iraq,1973,0.031122001,Natural Gas,Production,,
10492,Israel,1973,0.00184695,Natural Gas,Production,,
10493,Kuwait,1973,0.095281199,Natural Gas,Production,,
10494,Oman,1973,0,Natural Gas,Production,,
10495,Qatar,1973,0.0588708,Natural Gas,Production,,
10496,Saudi Arabia,1973,0.061560001,Natural Gas,Production,,
10497,Syria,1973,0,Natural Gas,Production,,
10498,United Arab Emirates,1973,0.060916051,Natural Gas,Production,,
10499,Other Middle East,1973,0,Natural Gas,Production,,
10500,Total Middle East,1973,0.823503235,Natural Gas,Production,,
10501,Algeria,1973,0.1555784940719604,Natural Gas,Production,,
10502,Egypt,1973,0.00197505,Natural Gas,Production,,
10503,Libya,1973,0.1549602001905441,Natural Gas,Production,,
10504,Nigeria,1973,0.0144324,Natural Gas,Production,,
10505,Other Africa,1973,0.027013599,Natural Gas,Production,,
10506,Total Africa,1973,0.3539597436974873,Natural Gas,Production,,
10507,Australia,1973,0.1694476753473281,Natural Gas,Production,,
10508,Bangladesh,1973,0.02214135,Natural Gas,Production,,
10509,Brunei,1973,0.068287052,Natural Gas,Production,,
10510,China,1973,0.2169734537601471,Natural Gas,Production,,
10511,India,1973,0.026411962,Natural Gas,Production,,
10512,Indonesia,1973,0.062921882,Natural Gas,Production,,
10513,Malaysia,1973,0.004177834,Natural Gas,Production,,
10514,Myanmar,1973,0.000663187,Natural Gas,Production,,
10515,Pakistan,1973,0.1150396168231964,Natural Gas,Production,,
10516,Thailand,1973,0,Natural Gas,Production,,
10517,Vietnam,1973,0,Natural Gas,Production,,
10518,Other Asia Pacific,1973,0.2467144769616425,Natural Gas,Production,,
10519,Total Asia Pacific,1973,0.9327784903580324,Natural Gas,Production,,
10520,Total World,1973,41.33770409548015,Natural Gas,Production,,
10521,of which: OECD,1973,29.718638301586907,Natural Gas,Production,,
10522,                 Non-OECD,1973,11.619065793893242,Natural Gas,Production,,
10523,                 European Union #,1973,5.166723870082933,Natural Gas,Production,,
10524,Canada,1974,2.518394708633423,Natural Gas,Production,,
10525,Mexico,1974,0.4653432965278625,Natural Gas,Production,,
10526,US,1974,20.140098571777344,Natural Gas,Production,,
10527,Total North America,1974,23.12383657693863,Natural Gas,Production,,
10528,Argentina,1974,0.2537524700164795,Natural Gas,Production,,
10529,Bolivia,1974,0.064853534,Natural Gas,Production,,
10530,Brazil,1974,0.013904807,Natural Gas,Production,,
10531,Colombia,1974,0.0616518,Natural Gas,Production,,
10532,Peru,1974,0.0165627,Natural Gas,Production,,
10533,Trinidad & Tobago,1974,0.060839102,Natural Gas,Production,,
10534,Venezuela,1974,0.3863732516765594,Natural Gas,Production,,
10535,Other S. & Cent. America,1974,0.023764787,Natural Gas,Production,,
10536,Total S. & Cent. America,1974,0.8817024522068095,Natural Gas,Production,,
10537,Denmark,1974,0,Natural Gas,Production,,
10538,Germany,1974,0.741733193,Natural Gas,Production,,
10539,Italy,1974,0.5273442268371582,Natural Gas,Production,,
10540,Netherlands,1974,2.6700000762939453,Natural Gas,Production,,
10541,Norway,1974,0,Natural Gas,Production,,
10542,Poland,1974,0.1974069029092788,Natural Gas,Production,,
10543,Romania,1974,0.9349772930145264,Natural Gas,Production,,
10544,Ukraine,1974,0,Natural Gas,Production,,
10545,United Kingdom,1974,1.2377017736434937,Natural Gas,Production,,
10546,Other Europe,1974,0.6357646752076107,Natural Gas,Production,,
10547,Total Europe,1974,6.944928141303535,Natural Gas,Production,,
10548,Azerbaijan,1974,0,Natural Gas,Production,,
10549,Kazakhstan,1974,0,Natural Gas,Production,,
10550,Russian Federation,1974,0,Natural Gas,Production,,
10551,Turkmenistan,1974,0,Natural Gas,Production,,
10552,Uzbekistan,1974,0,Natural Gas,Production,,
10553,Other CIS,1974,0,Natural Gas,Production,,
10554,Total CIS,1974,8.886625289916992,Natural Gas,Production,,
10555,Bahrain,1974,0.074441306,Natural Gas,Production,,
10556,Iran,1974,0.4705923199653625,Natural Gas,Production,,
10557,Iraq,1974,0.028591201,Natural Gas,Production,,
10558,Israel,1974,0.002257168,Natural Gas,Production,,
10559,Kuwait,1974,0.1002402007579803,Natural Gas,Production,,
10560,Oman,1974,0,Natural Gas,Production,,
10561,Qatar,1974,0.048363481,Natural Gas,Production,,
10562,Saudi Arabia,1974,0.0779076,Natural Gas,Production,,
10563,Syria,1974,0,Natural Gas,Production,,
10564,United Arab Emirates,1974,0.0610038,Natural Gas,Production,,
10565,Other Middle East,1974,0,Natural Gas,Production,,
10566,Total Middle East,1974,0.8633970767259598,Natural Gas,Production,,
10567,Algeria,1974,0.179868147,Natural Gas,Production,,
10568,Egypt,1974,0.002079,Natural Gas,Production,,
10569,Libya,1974,0.1393650025129318,Natural Gas,Production,,
10570,Nigeria,1974,0.0134748,Natural Gas,Production,,
10571,Other Africa,1974,0.034591038,Natural Gas,Production,,
10572,Total Africa,1974,0.3693779867026023,Natural Gas,Production,,
10573,Australia,1974,0.1933271586894989,Natural Gas,Production,,
10574,Bangladesh,1974,0.024532201,Natural Gas,Production,,
10575,Brunei,1974,0.1482273042201995,Natural Gas,Production,,
10576,China,1974,0.2732124030590057,Natural Gas,Production,,
10577,India,1974,0.029894287,Natural Gas,Production,,
10578,Indonesia,1974,0.064968117,Natural Gas,Production,,
10579,Malaysia,1974,0.008709345,Natural Gas,Production,,
10580,Myanmar,1974,0.005933317,Natural Gas,Production,,
10581,Pakistan,1974,0.1319333463907241,Natural Gas,Production,,
10582,Thailand,1974,0,Natural Gas,Production,,
10583,Vietnam,1974,0,Natural Gas,Production,,
10584,Other Asia Pacific,1974,0.259744344,Natural Gas,Production,,
10585,Total Asia Pacific,1974,1.1404818231239915,Natural Gas,Production,,
10586,Total World,1974,42.21034934691852,Natural Gas,Production,,
10587,of which: OECD,1974,29.449700827237397,Natural Gas,Production,,
10588,                 Non-OECD,1974,12.760648519681126,Natural Gas,Production,,
10589,                 European Union #,1974,5.6426869169736165,Natural Gas,Production,,
10590,Canada,1975,2.5724358558654785,Natural Gas,Production,,
10591,Mexico,1975,0.4730052351951599,Natural Gas,Production,,
10592,US,1975,18.649492263793945,Natural Gas,Production,,
10593,Total North America,1975,21.694933354854584,Natural Gas,Production,,
10594,Argentina,1975,0.2692969143390655,Natural Gas,Production,,
10595,Bolivia,1975,0.063932434,Natural Gas,Production,,
10596,Brazil,1975,0.015145657,Natural Gas,Production,,
10597,Colombia,1975,0.053696699,Natural Gas,Production,,
10598,Peru,1975,0.020443499,Natural Gas,Production,,
10599,Trinidad & Tobago,1975,0.055295099,Natural Gas,Production,,
10600,Venezuela,1975,0.3757838308811188,Natural Gas,Production,,
10601,Other S. & Cent. America,1975,0.027288901,Natural Gas,Production,,
10602,Total S. & Cent. America,1975,0.8808830332272919,Natural Gas,Production,,
10603,Denmark,1975,0,Natural Gas,Production,,
10604,Germany,1975,0.6885071992874146,Natural Gas,Production,,
10605,Italy,1975,0.5026257038116455,Natural Gas,Production,,
10606,Netherlands,1975,2.8919999599456787,Natural Gas,Production,,
10607,Norway,1975,0,Natural Gas,Production,,
10608,Poland,1975,0.2031759023666381,Natural Gas,Production,,
10609,Romania,1975,1.015640139579773,Natural Gas,Production,,
10610,Ukraine,1975,0,Natural Gas,Production,,
